Fibre_GT,Fibre_Assess,Total_GTcontours,Total_Assess_contours,IoU_Score_Assess_GT,GT_proportion_membrane_included,GT_proportion_mito_mass_missed,Assess_proportion_membrane_included,Assess_proportion_mito_mass_missed
28,not_found,586,13,0,95.47218628719276,41.78960430166828,0,0
29,not_found,586,13,0,98.27179890023567,69.22730682670668,0,0
30,not_found,586,13,0,98.35907335907336,57.529916459697446,0,0
31,not_found,586,13,0,91.24020285846012,57.34226689000559,0,0
32,not_found,586,13,0,96.31686994324356,60.648850507643836,0,0
33,not_found,586,13,0,92.50581846392552,44.72354340071344,0,0
34,not_found,586,13,0,96.32761231701161,36.02968008758059,0,0
35,not_found,586,13,0,90.02311716753863,31.33113051687515,0,0
36,not_found,586,13,0,100.0,48.66155404427724,0,0
37,not_found,586,13,0,92.25352112676056,37.574250587097666,0,0
38,not_found,586,13,0,93.45021916092674,17.062530295685892,0,0
39,not_found,586,13,0,98.52941176470588,43.09111880046136,0,0
40,not_found,586,13,0,96.2692490871567,10.515119282783772,0,0
41,not_found,586,13,0,99.86277873070325,12.959059136802399,0,0
42,9,586,13,0.9626660619964786,89.7057152596296,9.99447818884594,90.11907487978017,10.581601061477222
43,not_found,586,13,0,98.26420610268592,24.704038997214482,0,0
44,not_found,586,13,0,86.27161949685535,27.242302543507364,0,0
45,not_found,586,13,0,85.07846668381785,26.38682516097078,0,0
46,not_found,586,13,0,98.6527539294677,43.917368018362666,0,0
47,not_found,586,13,0,95.84785573571753,20.078397212543553,0,0
48,not_found,586,13,0,92.540675844806,19.80377906976744,0,0
49,not_found,586,13,0,99.31365820178449,43.50816852966466,0,0
50,not_found,586,13,0,98.10730743910467,43.63207547169811,0,0
51,not_found,586,13,0,95.17725966145002,45.58643860720831,0,0
52,not_found,586,13,0,98.77254129413548,22.009012937927025,0,0
53,not_found,586,13,0,96.66888003541389,47.888685935317504,0,0
54,not_found,586,13,0,96.67351656819933,33.94632206759443,0,0
55,not_found,586,13,0,97.4930790525992,32.88987435328899,0,0
56,not_found,586,13,0,79.8822472807105,28.217340590979784,0,0
57,not_found,586,13,0,94.44382832427637,50.14545846352764,0,0
58,not_found,586,13,0,85.18668284135327,26.244167962674965,0,0
59,not_found,586,13,0,99.96502885119776,56.457257123812695,0,0
60,not_found,586,13,0,99.93719907891983,49.81266022480773,0,0
61,not_found,586,13,0,100.0,76.80698967434472,0,0
62,not_found,586,13,0,95.92282489989078,72.39115411195577,0,0
63,not_found,586,13,0,92.76433691756273,13.746573898376555,0,0
64,not_found,586,13,0,92.20228845882187,24.280673181324648,0,0
65,not_found,586,13,0,84.51338503877909,9.927587012380284,0,0
66,6,586,13,0.9575748359907894,99.47995302801543,38.95040924410207,94.07059641801426,45.25619834710744
67,not_found,586,13,0,86.30482079468682,10.624169986719787,0,0
68,0,586,13,0.9451911589008363,91.91419141914191,32.22152297042165,79.2034632034632,31.26640419947507
69,not_found,586,13,0,88.6535303776683,30.309699732746427,0,0
70,not_found,586,13,0,97.90528233151184,41.61559888579387,0,0
71,not_found,586,13,0,91.50190773499827,46.22501239055014,0,0
72,not_found,586,13,0,90.72322670375522,62.149532710280376,0,0
73,not_found,586,13,0,88.64360760240821,9.379986323227719,0,0
74,not_found,586,13,0,94.10465511382942,42.36597686165879,0,0
75,not_found,586,13,0,98.07374793615851,40.275837988826815,0,0
76,not_found,586,13,0,88.81641743557111,40.980601802352226,0,0
77,not_found,586,13,0,97.15919242451314,50.74067767750724,0,0
78,not_found,586,13,0,92.23504721930745,18.678815489749432,0,0
79,not_found,586,13,0,97.29144095341279,13.285248953001396,0,0
80,not_found,586,13,0,97.22840034217279,8.868852459016393,0,0
81,8,586,13,0.9567379273534287,99.36140490919976,24.519774011299436,98.79098360655738,26.490449546594636
82,not_found,586,13,0,99.40935192780968,26.219990585281653,0,0
83,not_found,586,13,0,95.49449016599246,8.391514500537058,0,0
84,not_found,586,13,0,92.57210588700119,29.774780506425753,0,0
85,not_found,586,13,0,92.38997019112747,34.699999999999996,0,0
86,not_found,586,13,0,94.42307692307692,11.394023950703406,0,0
87,not_found,586,13,0,86.11475605391864,12.390300230946883,0,0
88,not_found,586,13,0,98.33987861478045,16.4743807261622,0,0
89,not_found,586,13,0,91.85355568334292,11.725140883475731,0,0
90,7,586,13,0.9468140767533383,95.30300541960914,14.748656338918748,88.89258950874272,18.270460358056265
91,not_found,586,13,0,92.98034934497817,12.291270344536038,0,0
92,not_found,586,13,0,98.73472322070454,37.02680298424979,0,0
93,not_found,586,13,0,92.61543089186344,37.42597139968222,0,0
94,not_found,586,13,0,93.47418640313512,26.84442990348438,0,0
95,not_found,586,13,0,95.03804692454027,26.70826358240755,0,0
96,not_found,586,13,0,88.22652757078987,31.393229166666664,0,0
97,not_found,586,13,0,91.4025623735671,45.35966602440591,0,0
98,not_found,586,13,0,96.04635310156783,38.894293125810634,0,0
99,not_found,586,13,0,85.65430370888734,41.8382451890728,0,0
100,5,586,13,0.9600474120900829,87.34347048300538,22.25880332092757,96.01194921583271,30.245854774156662
101,not_found,586,13,0,95.37319947621125,52.97141682089246,0,0
102,not_found,586,13,0,99.76221928665787,36.46856581532417,0,0
103,not_found,586,13,0,99.54741822670232,48.753408648227506,0,0
104,not_found,586,13,0,89.08305921052632,28.27438787407695,0,0
105,not_found,586,13,0,94.66596712137111,43.63757495003331,0,0
106,not_found,586,13,0,99.17950435365037,37.2643016938319,0,0
107,not_found,586,13,0,98.65939204988308,22.099447513812155,0,0
108,not_found,586,13,0,89.06900014345143,12.56551724137931,0,0
109,not_found,586,13,0,95.8290244743192,32.76771004942339,0,0
110,not_found,586,13,0,96.54269250916711,24.914341654429762,0,0
111,not_found,586,13,0,90.86566023313587,37.27585582322043,0,0
112,not_found,586,13,0,87.88610871440898,44.501321003963014,0,0
113,not_found,586,13,0,91.25779625779626,37.33481287198628,0,0
114,not_found,586,13,0,95.13765899211077,59.34557802129958,0,0
115,not_found,586,13,0,92.55669032369742,46.952931461601985,0,0
116,not_found,586,13,0,81.69514852620713,34.67347845402043,0,0
117,not_found,586,13,0,89.49964763918253,26.794097920858484,0,0
118,not_found,586,13,0,73.01234567901234,13.308709638984869,0,0
119,not_found,586,13,0,93.2957614183398,16.204230156925174,0,0
120,not_found,586,13,0,92.07827047498817,20.427839710756253,0,0
121,not_found,586,13,0,95.18661518661519,33.24493731918997,0,0
122,not_found,586,13,0,84.82749607945635,22.570926437358775,0,0
123,not_found,586,13,0,99.35549096423607,17.21271393643032,0,0
124,not_found,586,13,0,94.16587827183854,24.804098854731766,0,0
125,not_found,586,13,0,86.75042832667047,17.719249862107006,0,0
126,not_found,586,13,0,91.18492953695714,35.22853957636566,0,0
127,not_found,586,13,0,94.35930877078579,16.494192185850054,0,0
128,not_found,586,13,0,99.62222572013222,37.6548806285887,0,0
129,not_found,586,13,0,87.28492271799358,38.26780467328949,0,0
130,not_found,586,13,0,90.9405433111225,26.621371216800494,0,0
131,not_found,586,13,0,89.27405174579252,32.17749757516974,0,0
132,not_found,586,13,0,91.38044914134741,30.644142721818756,0,0
133,not_found,586,13,0,90.27758785724053,20.501650165016503,0,0
134,not_found,586,13,0,94.82118758434548,27.713365539452496,0,0
135,not_found,586,13,0,94.71539696258797,48.70875179340028,0,0
136,not_found,586,13,0,100.0,41.66666666666667,0,0
137,not_found,586,13,0,95.76995509198899,31.438127090301005,0,0
138,not_found,586,13,0,90.19753086419753,14.07593123209169,0,0
139,not_found,586,13,0,92.104287655999,15.450746268656717,0,0
140,not_found,586,13,0,83.34861544104163,23.01240608072689,0,0
141,not_found,586,13,0,81.66115950735957,17.17579250720461,0,0
142,not_found,586,13,0,79.8233379823338,17.009927396651356,0,0
143,not_found,586,13,0,73.89733840304183,20.440251572327046,0,0
144,not_found,586,13,0,88.25324180015257,48.28144682382581,0,0
145,not_found,586,13,0,95.74592074592074,50.358653669302925,0,0
146,not_found,586,13,0,93.3863184785694,23.704007659690877,0,0
147,not_found,586,13,0,99.37591776798826,70.03149055283416,0,0
148,not_found,586,13,0,97.81409601634321,48.18812644564379,0,0
149,not_found,586,13,0,92.14628297362111,65.84167768751182,0,0
150,not_found,586,13,0,87.25738396624473,14.378730330982096,0,0
151,not_found,586,13,0,88.79155435759209,32.46725813265737,0,0
152,not_found,586,13,0,96.32480754904395,54.83796296296296,0,0
153,not_found,586,13,0,65.13205718439544,26.556110858700592,0,0
154,not_found,586,13,0,94.59234608985025,23.300589390962674,0,0
155,not_found,586,13,0,52.04008589835362,1.9190942979428411,0,0
156,not_found,586,13,0,94.20426065162907,23.248837558122094,0,0
157,not_found,586,13,0,89.7357227529461,16.562906205103648,0,0
158,not_found,586,13,0,89.69118982742961,13.7870278603678,0,0
159,not_found,586,13,0,93.08558156155084,18.685062169988075,0,0
160,not_found,586,13,0,87.04318936877077,45.55055132784594,0,0
161,not_found,586,13,0,93.76496067479766,4.878858280783273,0,0
162,not_found,586,13,0,94.46346182467629,30.54131054131054,0,0
163,not_found,586,13,0,97.09086947047287,8.531809039906848,0,0
164,not_found,586,13,0,99.09,34.42384234540336,0,0
165,not_found,586,13,0,96.01593625498009,38.91762833267012,0,0
166,not_found,586,13,0,94.4295001120825,46.695557963163594,0,0
167,not_found,586,13,0,99.14050484031485,29.458119355409952,0,0
168,10,586,13,0.9428139743717662,99.42079057006403,8.760134467075341,98.3609958506224,16.97961642735214
169,not_found,586,13,0,98.34496510468594,10.291110894752215,0,0
170,not_found,586,13,0,97.84598815293484,29.71212713299466,0,0
171,not_found,586,13,0,100.0,25.11694854264124,0,0
172,not_found,586,13,0,87.06135850605376,9.141716566866268,0,0
173,not_found,586,13,0,98.59327794561933,23.434770616898042,0,0
174,not_found,586,13,0,99.57182932230917,6.035704165485973,0,0
175,not_found,586,13,0,99.98708177238083,13.663588719740455,0,0
176,not_found,586,13,0,99.30713176442481,16.28257093225246,0,0
177,not_found,586,13,0,89.8375,18.864734299516908,0,0
178,not_found,586,13,0,100.0,23.449678075228736,0,0
179,not_found,586,13,0,100.0,1.3888888888888888,0,0
180,not_found,586,13,0,97.78256462240243,19.672131147540984,0,0
181,not_found,586,13,0,72.41035856573706,8.516549891278087,0,0
182,not_found,586,13,0,90.47770027478334,15.584415584415584,0,0
183,not_found,586,13,0,100.0,15.617128463476071,0,0
184,not_found,586,13,0,90.4619435136429,1.673056814220983,0,0
185,not_found,586,13,0,81.3566986998304,11.667946046715649,0,0
186,not_found,586,13,0,93.32257117698856,15.762783490632485,0,0
187,not_found,586,13,0,96.83042789223455,27.343352012226184,0,0
188,not_found,586,13,0,94.68688200395518,16.016766162835005,0,0
189,not_found,586,13,0,93.30161512457744,12.188934525247644,0,0
190,not_found,586,13,0,94.45211497426887,14.29439649933147,0,0
191,not_found,586,13,0,80.61076740818744,11.717557251908397,0,0
192,not_found,586,13,0,97.17495456798282,1.3116308470290772,0,0
193,not_found,586,13,0,96.48582788251892,6.155561060193213,0,0
194,not_found,586,13,0,89.69034937257379,7.321175637393767,0,0
195,not_found,586,13,0,97.33781700994815,13.526635198921106,0,0
196,not_found,586,13,0,91.90501888828926,3.2824587079238974,0,0
197,not_found,586,13,0,97.67424068548695,8.217947758401317,0,0
198,not_found,586,13,0,94.93306463221535,19.939032839129833,0,0
199,not_found,586,13,0,89.73962361433358,34.21902160417184,0,0
200,not_found,586,13,0,95.3935213696268,22.057416267942585,0,0
201,not_found,586,13,0,92.89969604863222,41.77036863113407,0,0
202,not_found,586,13,0,88.36369886558954,35.702560735390676,0,0
203,not_found,586,13,0,82.20611082340756,6.680100755667507,0,0
204,not_found,586,13,0,96.92099932478055,3.090909090909091,0,0
205,not_found,586,13,0,93.69880277252678,13.797773096599458,0,0
206,not_found,586,13,0,93.36196319018406,3.272856634649591,0,0
207,not_found,586,13,0,98.71216144450345,8.976660682226212,0,0
208,not_found,586,13,0,99.92312423124231,24.356144223693892,0,0
209,not_found,586,13,0,99.78823173498714,28.534107402031932,0,0
210,not_found,586,13,0,97.5103734439834,28.64114114114114,0,0
211,not_found,586,13,0,93.82576535853708,23.441869756292448,0,0
212,not_found,586,13,0,88.2467028704422,32.13172009479855,0,0
213,not_found,586,13,0,94.97598817879572,8.682706050500238,0,0
214,not_found,586,13,0,97.505406240346,13.024065385197517,0,0
215,not_found,586,13,0,95.66607460035524,5.244459482321096,0,0
216,not_found,586,13,0,73.25469888761027,0.10273652750537032,0,0
217,not_found,586,13,0,90.78602620087337,0.6436266965160208,0,0
218,not_found,586,13,0,93.73924679793538,9.93858179787828,0,0
219,not_found,586,13,0,52.270729563433925,1.0173036698992204,0,0
220,not_found,586,13,0,97.37754960455113,21.272897446182647,0,0
221,not_found,586,13,0,92.22535759462879,22.466576244913778,0,0
222,not_found,586,13,0,88.44737981810307,38.08472616419636,0,0
223,not_found,586,13,0,90.82390166727517,17.240160263964178,0,0
224,not_found,586,13,0,96.26262626262626,10.10332950631458,0,0
225,not_found,586,13,0,90.9402761896385,13.805841924398626,0,0
226,not_found,586,13,0,86.21225864973435,5.992743650694358,0,0
227,not_found,586,13,0,84.74617050284706,7.027450980392157,0,0
228,not_found,586,13,0,92.2510460251046,6.522085791739754,0,0
229,not_found,586,13,0,94.88572798465718,7.778459650199447,0,0
230,not_found,586,13,0,47.97394136807818,0.39121655729429583,0,0
231,not_found,586,13,0,75.80525456434614,0.5412334425295542,0,0
232,not_found,586,13,0,82.14849921011059,7.586016305098797,0,0
233,not_found,586,13,0,93.99097919394734,2.6713286713286712,0,0
234,not_found,586,13,0,85.71853172834003,4.975053456878118,0,0
235,not_found,586,13,0,80.09395652520105,3.5003111387678905,0,0
236,not_found,586,13,0,69.15905631659056,0.4840361165410034,0,0
237,not_found,586,13,0,99.74267859330965,11.824404059476045,0,0
238,not_found,586,13,0,96.45997745208568,22.87402867461968,0,0
239,not_found,586,13,0,96.57058388765705,15.640952921157119,0,0
240,not_found,586,13,0,80.68660911463562,2.3608934169278997,0,0
241,not_found,586,13,0,97.54901960784314,10.527732902530964,0,0
242,not_found,586,13,0,91.97370223257087,1.0005265929436546,0,0
243,not_found,586,13,0,92.46494561656402,15.748730964467006,0,0
244,not_found,586,13,0,75.73908469226723,30.498623432242276,0,0
245,not_found,586,13,0,96.73577884104199,40.364986081039284,0,0
246,not_found,586,13,0,55.89112602535421,5.980184005661713,0,0
247,not_found,586,13,0,72.3639455782313,1.5299517476756503,0,0
248,not_found,586,13,0,94.26048565121413,3.608969866853539,0,0
249,not_found,586,13,0,71.80048975383426,24.274733449045378,0,0
250,not_found,586,13,0,84.1693173476878,10.908876019383051,0,0
251,not_found,586,13,0,94.05152224824356,33.19892473118279,0,0
252,not_found,586,13,0,60.37716719050999,3.2840559579323343,0,0
253,not_found,586,13,0,99.36165529385869,25.854128735139764,0,0
254,not_found,586,13,0,68.95704085215966,11.71130276895143,0,0
255,not_found,586,13,0,78.26199740596628,0.5141065830721003,0,0
256,not_found,586,13,0,88.32550860719874,4.881006518114294,0,0
257,not_found,586,13,0,94.34959349593495,14.710116476900929,0,0
258,not_found,586,13,0,81.23342175066313,0.8461868037703513,0,0
259,not_found,586,13,0,94.21905379131562,1.639344262295082,0,0
260,11,586,13,0.9721231766612641,90.00994035785288,7.036685641998735,86.95222405271828,4.423803526448363
261,not_found,586,13,0,87.99079534014095,14.070282235749861,0,0
262,12,586,13,0.9554732488036984,94.59010339734121,20.899982422218315,93.47412480974124,32.90136789056876
263,not_found,586,13,0,98.5789183222958,13.747346072186836,0,0
264,not_found,586,13,0,89.62674961119751,21.547619047619047,0,0
265,not_found,586,13,0,93.55478433316807,15.820989599747874,0,0
266,not_found,586,13,0,86.4687453379084,24.034334763948497,0,0
267,not_found,586,13,0,85.94580233793836,22.08974358974359,0,0
268,not_found,586,13,0,95.2161002969317,32.758620689655174,0,0
269,not_found,586,13,0,93.9618447860715,5.922671353251318,0,0
270,not_found,586,13,0,89.20359372620679,6.148018648018648,0,0
271,not_found,586,13,0,94.1481357632503,38.712760873028515,0,0
272,not_found,586,13,0,88.18432453721938,44.857890800299174,0,0
273,not_found,586,13,0,97.41525423728814,34.58,0,0
274,not_found,586,13,0,87.41555894530399,7.2485207100591715,0,0
275,not_found,586,13,0,79.14110429447852,3.7378257436167415,0,0
276,not_found,586,13,0,90.48907790450416,21.783625730994153,0,0
277,not_found,586,13,0,85.81424218485498,12.886316479196244,0,0
278,not_found,586,13,0,91.74740484429066,29.75152213263123,0,0
279,not_found,586,13,0,79.17536534446764,27.335984095427435,0,0
280,not_found,586,13,0,91.67571480275063,25.775862068965516,0,0
281,not_found,586,13,0,88.51592851592852,26.926509967271645,0,0
282,not_found,586,13,0,85.96294216732173,26.805038140855064,0,0
283,not_found,586,13,0,94.82272360999194,17.338170708420854,0,0
284,not_found,586,13,0,92.55351220982816,13.163235720498696,0,0
285,not_found,586,13,0,69.86218690272608,1.3230105840846726,0,0
286,not_found,586,13,0,91.8376811594203,14.327551250281594,0,0
287,not_found,586,13,0,81.02043542139708,21.981424148606813,0,0
288,not_found,586,13,0,90.45589325426242,19.735915492957744,0,0
289,not_found,586,13,0,88.49253987309208,17.855973813420622,0,0
290,not_found,586,13,0,80.84381551362684,17.332490518331227,0,0
291,not_found,586,13,0,90.7855626326964,6.8697544295927875,0,0
292,not_found,586,13,0,89.34532970285308,13.559127439724456,0,0
293,not_found,586,13,0,79.40985029290518,12.66891891891892,0,0
294,not_found,586,13,0,95.49484349556721,16.620689655172413,0,0
295,not_found,586,13,0,94.07354516244199,10.401770514130066,0,0
296,not_found,586,13,0,87.52607425949103,19.837976684449714,0,0
297,not_found,586,13,0,82.81268992342288,15.33944092083627,0,0
298,not_found,586,13,0,88.08499873513786,13.749235474006117,0,0
299,not_found,586,13,0,97.29093050647822,11.932441324851942,0,0
300,not_found,586,13,0,93.6665525504964,13.831867057673508,0,0
301,not_found,586,13,0,87.5689223057644,27.982750359367515,0,0
302,not_found,586,13,0,96.64450775561887,2.434966727162734,0,0
303,not_found,586,13,0,92.02112056321502,4.952995650343763,0,0
304,not_found,586,13,0,95.29143725080691,22.12659135736059,0,0
305,not_found,586,13,0,97.13342957310786,19.027611044417768,0,0
306,not_found,586,13,0,93.20934785268568,15.452825727122251,0,0
307,not_found,586,13,0,85.5427974947808,20.656565656565657,0,0
308,not_found,586,13,0,89.0707008335906,27.768330499149744,0,0
309,not_found,586,13,0,97.73320798077928,19.260759493670886,0,0
310,not_found,586,13,0,96.73976608187135,7.50561167227834,0,0
311,not_found,586,13,0,99.2925362575168,16.98178068064627,0,0
312,not_found,586,13,0,95.54249677511825,21.319377496212645,0,0
313,not_found,586,13,0,84.43289224952741,16.12218530823182,0,0
314,not_found,586,13,0,98.09358752166378,36.24497991967871,0,0
315,not_found,586,13,0,89.83739837398373,43.87434554973822,0,0
316,not_found,586,13,0,98.62630034675914,4.804224626481195,0,0
317,not_found,586,13,0,76.19408642911296,0.8956796628029504,0,0
318,not_found,586,13,0,87.46879201075475,0.4125644631973746,0,0
319,not_found,586,13,0,85.9684457871769,1.1676263595649392,0,0
320,not_found,586,13,0,88.76508820798514,4.715703971119133,0,0
321,not_found,586,13,0,70.0215179968701,3.369606720122184,0,0
322,not_found,586,13,0,85.0390625,0.4540295119182747,0,0
323,not_found,586,13,0,98.02360691737579,41.19198312236287,0,0
324,not_found,586,13,0,98.83354350567465,31.93441636582431,0,0
325,not_found,586,13,0,100.0,54.689564068692206,0,0
326,not_found,586,13,0,88.6443455865137,10.148063781321184,0,0
327,not_found,586,13,0,78.39861751152074,0.15316067947646894,0,0
328,not_found,586,13,0,84.28894505786883,6.791629220695854,0,0
329,not_found,586,13,0,51.46036161335188,0.2079002079002079,0,0
330,not_found,586,13,0,69.10831451005701,0.1251564455569462,0,0
331,not_found,586,13,0,90.47049441786284,7.766156728067437,0,0
332,not_found,586,13,0,84.69147074488322,18.305868317053164,0,0
333,not_found,586,13,0,83.13227953410983,3.8811400848999393,0,0
334,not_found,586,13,0,81.04937475828284,30.490988191423245,0,0
335,not_found,586,13,0,89.68363136176066,17.913148371531967,0,0
336,not_found,586,13,0,88.1416584402764,23.6556575652796,0,0
337,not_found,586,13,0,77.22588033209276,20.738088680804186,0,0
338,not_found,586,13,0,79.78331527627303,20.201190720591256,0,0
339,not_found,586,13,0,62.664517861939295,21.157813305827748,0,0
340,not_found,586,13,0,74.19282761702604,10.649350649350648,0,0
341,not_found,586,13,0,88.07519640852975,8.662162162162163,0,0
342,not_found,586,13,0,79.46527448188577,11.765596608116294,0,0
343,not_found,586,13,0,73.84812971584525,10.250115083627435,0,0
344,not_found,586,13,0,74.74989995998399,9.699383350462487,0,0
345,not_found,586,13,0,76.77533039647577,15.29175050301811,0,0
346,not_found,586,13,0,83.69954807542466,13.60310586829924,0,0
347,not_found,586,13,0,83.76777251184834,30.628737675771777,0,0
348,not_found,586,13,0,80.47619047619048,8.935328517371861,0,0
349,not_found,586,13,0,69.38486919632335,21.001597079625828,0,0
350,not_found,586,13,0,93.01038062283737,39.45241629556325,0,0
351,not_found,586,13,0,84.4317532838378,10.340256296950951,0,0
352,not_found,586,13,0,90.29126213592234,15.257633587786259,0,0
353,not_found,586,13,0,95.30569752034829,18.13620071684588,0,0
354,not_found,586,13,0,86.05294825511433,23.742431299487656,0,0
355,not_found,586,13,0,84.55301898869213,7.619933829611249,0,0
356,4,586,13,0.9631260770851,97.99728445349626,36.68284789644013,98.66876861096515,36.69770535417359
357,not_found,586,13,0,94.81794833056352,35.82175925925926,0,0
358,not_found,586,13,0,94.7592931139549,26.914954885774623,0,0
359,not_found,586,13,0,85.71428571428571,12.533985861881458,0,0
360,not_found,586,13,0,97.80008543357539,46.579476861167,0,0
361,not_found,586,13,0,93.61920657337271,60.1014474823704,0,0
362,not_found,586,13,0,92.66785888473419,35.452703755649054,0,0
363,not_found,586,13,0,74.56768558951966,21.165338645418327,0,0
364,not_found,586,13,0,93.8302752293578,68.94623655913978,0,0
365,not_found,586,13,0,98.3729662077597,66.39150943396226,0,0
366,not_found,586,13,0,97.98449612403101,69.50835553402761,0,0
367,not_found,586,13,0,93.65821094793057,13.098974680895584,0,0
368,not_found,586,13,0,98.40291398150742,8.440887971089312,0,0
369,not_found,586,13,0,95.6720132743363,30.10224405789404,0,0
370,not_found,586,13,0,93.47423062662217,40.53197111150255,0,0
371,not_found,586,13,0,92.53388946819604,22.789048650778017,0,0
372,not_found,586,13,0,98.9241714384869,25.12437810945274,0,0
373,not_found,586,13,0,93.87236206458175,9.64729015607718,0,0
374,not_found,586,13,0,80.26853473438412,21.146749929037753,0,0
375,not_found,586,13,0,98.28457927049476,48.96978021978022,0,0
376,not_found,586,13,0,94.66145833333334,59.930098684210535,0,0
377,not_found,586,13,0,93.62093910298567,39.15906788247214,0,0
378,not_found,586,13,0,96.3401310997815,44.553941908713696,0,0
379,not_found,586,13,0,86.83401639344262,55.6367771280052,0,0
380,not_found,586,13,0,82.71882494004797,50.05743825387709,0,0
381,not_found,586,13,0,89.86635985485442,26.41118591403418,0,0
382,not_found,586,13,0,92.87505223568742,68.4534445106214,0,0
383,not_found,586,13,0,94.56888007928642,56.37659414853713,0,0
384,not_found,586,13,0,97.93103448275862,71.95542046605877,0,0
385,not_found,586,13,0,97.1741778319123,24.374146563495678,0,0
386,not_found,586,13,0,95.12966476913346,23.191906990789672,0,0
387,not_found,586,13,0,97.36024844720497,26.72413793103448,0,0
388,not_found,586,13,0,92.1373779637378,22.16855429713524,0,0
389,not_found,586,13,0,93.0788076766027,35.39054966248795,0,0
390,not_found,586,13,0,97.49262536873157,75.99633531836922,0,0
391,not_found,586,13,0,98.12178127840049,59.070673344462996,0,0
392,not_found,586,13,0,97.48953974895397,43.05555555555556,0,0
393,not_found,586,13,0,96.4718001545197,40.04796163069545,0,0
394,not_found,586,13,0,82.89809542509326,20.9539717891611,0,0
395,not_found,586,13,0,61.86117467581999,0.21691973969631237,0,0
396,not_found,586,13,0,96.48818137964304,10.847330393168809,0,0
397,not_found,586,13,0,91.6955017301038,46.435018050541515,0,0
398,not_found,586,13,0,86.76935229067931,1.501654364978366,0,0
399,not_found,586,13,0,98.14449269640743,45.902578796561606,0,0
400,not_found,586,13,0,92.49946271222868,24.040573041932447,0,0
401,not_found,586,13,0,99.83751160631384,30.018001800180016,0,0
402,not_found,586,13,0,90.34413210639103,35.32635168046761,0,0
403,not_found,586,13,0,97.08649468892261,35.04273504273504,0,0
404,not_found,586,13,0,98.00888124910472,25.29622485533205,0,0
405,not_found,586,13,0,91.96061323694379,19.481927710843376,0,0
406,not_found,586,13,0,88.55666297526763,33.61454372623574,0,0
407,not_found,586,13,0,95.47121896162528,24.146341463414632,0,0
408,not_found,586,13,0,99.23086025322448,60.936062557497706,0,0
409,not_found,586,13,0,93.01771470009324,44.8858493412451,0,0
410,not_found,586,13,0,98.71887145530445,82.7961432506887,0,0
411,not_found,586,13,0,78.1445720250522,62.74435135821275,0,0
412,not_found,586,13,0,91.26878868258179,18.314389877761098,0,0
413,not_found,586,13,0,77.01736465781408,2.015488482922955,0,0
414,not_found,586,13,0,97.05525197328477,34.545720128542214,0,0
415,not_found,586,13,0,61.93745863666445,19.972485231043134,0,0
416,not_found,586,13,0,71.7417238294065,37.001572102329575,0,0
417,not_found,586,13,0,94.43579766536965,33.308646546935755,0,0
418,not_found,586,13,0,88.71275502715396,21.87632658836847,0,0
419,not_found,586,13,0,84.06524466750314,43.244888023369036,0,0
420,not_found,586,13,0,93.47579425113464,32.28980322003578,0,0
421,not_found,586,13,0,95.16407599309153,40.11409698243507,0,0
422,not_found,586,13,0,79.85611510791367,21.85430463576159,0,0
423,not_found,586,13,0,82.05280332245624,43.56899488926746,0,0
