Fibre_GT,Fibre_Assess,Total_GTcontours,Total_Assess_contours,IoU_Score_Assess_GT,GT_proportion_membrane_included,GT_proportion_mito_mass_missed,Assess_proportion_membrane_included,Assess_proportion_mito_mass_missed
427,not_found,489,10,0,70.36466358500256,0.0,0,0
428,not_found,489,10,0,70.22229595222296,0.0,0,0
429,not_found,489,10,0,56.36077758719268,11.782456140350877,0,0
430,not_found,489,10,0,56.143533917951814,3.9203020967902216,0,0
431,not_found,489,10,0,56.779761904761905,0.6977425974787452,0,0
432,not_found,489,10,0,68.01109441812089,15.47579112154758,0,0
433,not_found,489,10,0,48.93687268885367,3.1104199066874028,0,0
434,not_found,489,10,0,59.17122256556533,20.481179666278617,0,0
435,not_found,489,10,0,70.9061135371179,30.12487303578897,0,0
436,not_found,489,10,0,92.9589154793194,20.56843679880329,0,0
437,not_found,489,10,0,70.74452969593634,0.18798301190559075,0,0
438,not_found,489,10,0,35.01764886433394,2.1718458788178463,0,0
439,not_found,489,10,0,67.59070871481858,1.0758027143330022,0,0
440,not_found,489,10,0,59.7682119205298,10.26332288401254,0,0
441,not_found,489,10,0,55.0010595465141,16.63701998535105,0,0
442,not_found,489,10,0,57.60835462328,14.894466122738558,0,0
443,not_found,489,10,0,13.59706822025935,8.015966189246301,0,0
444,not_found,489,10,0,40.88985088985089,7.4526456414905295,0,0
445,not_found,489,10,0,86.07498087222648,1.071164737749323,0,0
446,not_found,489,10,0,32.53467843631778,0.6093328191284226,0,0
447,not_found,489,10,0,52.88521597078749,9.328269641585567,0,0
448,not_found,489,10,0,50.428281068524974,9.200796359499432,0,0
449,not_found,489,10,0,71.51888064733647,15.15725341676272,0,0
450,not_found,489,10,0,87.32279976373302,4.862166268721511,0,0
451,not_found,489,10,0,61.08345187292555,1.7207186187587493,0,0
452,not_found,489,10,0,88.92092713762892,21.142857142857142,0,0
453,not_found,489,10,0,63.68148467846353,0.36835021605156903,0,0
454,not_found,489,10,0,84.43484922348354,0.23238329574191782,0,0
455,not_found,489,10,0,56.394038076152306,1.7004699480583723,0,0
456,not_found,489,10,0,34.300910484089066,0.0,0,0
457,not_found,489,10,0,67.3520529460901,0.0,0,0
458,not_found,489,10,0,60.56363971265426,1.1650485436893203,0,0
459,not_found,489,10,0,79.02303682529006,6.272607694837225,0,0
460,not_found,489,10,0,80.57372924006039,10.899653979238755,0,0
461,not_found,489,10,0,73.04979471523319,2.066888242625675,0,0
462,not_found,489,10,0,20.953502060035316,0.007213445863088797,0,0
463,not_found,489,10,0,69.37825253355246,0.008903133903133903,0,0
464,not_found,489,10,0,18.444902162718847,3.7448979591836733,0,0
465,not_found,489,10,0,20.25027402265254,15.269732078204202,0,0
466,not_found,489,10,0,70.85654367914019,51.24726758390125,0,0
467,not_found,489,10,0,18.569606658611896,29.566115014485035,0,0
468,not_found,489,10,0,71.41450313339301,26.084300549786192,0,0
469,not_found,489,10,0,22.969090720293515,39.51931209472794,0,0
470,not_found,489,10,0,0.0,0.0,0,0
471,not_found,489,10,0,52.91524459613197,0.2473886750962067,0,0
472,not_found,489,10,0,49.282920469361144,0.0,0,0
473,not_found,489,10,0,88.74296435272045,0.19552079630287947,0,0
474,not_found,489,10,0,83.35011073082343,0.0,0,0
475,not_found,489,10,0,61.32880529432253,0.0,0,0
476,not_found,489,10,0,68.51921627731726,0.0,0,0
477,not_found,489,10,0,54.396376698422614,1.4202421886679624,0,0
478,not_found,489,10,0,11.693548387096774,0.0,0,0
479,not_found,489,10,0,26.94490070180678,0.7715482401352046,0,0
480,not_found,489,10,0,48.68777056277056,0.0,0,0
481,not_found,489,10,0,30.508474576271187,0.0,0,0
482,not_found,489,10,0,18.8483637272046,0.0,0,0
483,not_found,489,10,0,45.735436112005154,0.0,0,0
484,not_found,489,10,0,27.014883459702332,11.991711991711991,0,0
485,not_found,489,10,0,64.94330194118778,0.0,0,0
486,not_found,489,10,0,56.06791029134354,57.844474761255114,0,0
487,not_found,489,10,0,60.319410319410316,0.7344503098462245,0,0
488,not_found,489,10,0,20.39408866995074,0.0,0,0
